Age,AnnualIncome,CreditScore,EducationLevel,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,LoanApproved
26,91869,564,4,7,12574,72,0,249,0,2,2,0,0,0,21,29,977,1032,60599,25115,7655,0,5,35484,0,0,316,0,39,0,0,1,0,0,0,1,0,0,0,0,0,1
52,15971,589,3,28,34746,36,2,236,0,3,1,0,0,0,28,4,22120,5371,27491,16398,1330,0,5,11093,0,0,1362,1,56,0,0,1,0,0,0,0,1,0,0,0,1,0
52,69307,597,1,30,13678,36,3,611,0,6,2,0,0,0,30,24,12079,739,110661,16618,5775,0,5,94043,0,0,512,0,37,0,0,1,0,0,0,0,0,0,0,0,0,1
43,76080,620,2,23,20349,72,4,640,0,5,1,0,0,0,22,22,2371,920,61290,31503,6340,0,1,29787,0,0,532,0,47,0,0,1,0,0,0,0,0,0,0,0,0,0
39,41629,634,4,16,17092,48,2,572,0,2,1,0,0,0,17,19,2425,616,344907,15159,3469,0,6,329748,0,0,490,0,38,0,0,1,0,0,0,0,0,0,0,1,0,1
46,64045,591,4,24,28100,12,0,1166,0,5,0,0,0,0,26,11,3115,473,53269,16960,5337,0,2,36309,0,0,2611,0,54,1,0,1,0,0,0,0,0,0,0,0,0,0
43,32273,517,1,21,16742,12,0,251,0,3,0,0,0,0,25,25,4145,1779,103537,93389,2689,0,5,10148,0,0,1559,0,51,0,0,0,1,0,1,0,0,0,0,0,1,0
43,81306,605,2,23,12605,48,1,484,0,4,1,0,0,0,29,12,751,571,33037,24571,6775,0,4,8466,0,0,375,0,44,0,0,0,1,0,0,0,0,0,1,0,0,1
36,141516,603,4,14,12214,36,0,267,0,3,0,0,0,0,25,29,2144,1760,92785,4313,11793,0,4,88472,0,0,444,0,33,0,0,0,1,0,0,0,0,1,0,0,0,1
57,70866,659,3,33,15623,60,0,996,0,3,0,0,0,0,31,6,2178,241,228687,26982,5905,0,5,201705,0,0,402,0,35,0,0,0,1,0,0,0,1,0,0,1,0,1
56,70911,599,1,33,33941,24,2,627,0,4,0,0,0,0,31,26,98,576,58248,16220,5909,0,5,42028,0,0,1775,0,51,0,0,0,0,1,0,0,0,0,0,0,1,0
42,32499,616,1,21,43927,60,4,162,0,0,0,0,0,0,31,5,3295,1580,103372,5304,2708,0,6,98068,0,0,1200,0,49,0,0,0,1,0,0,0,1,0,0,0,0,0
64,40693,582,3,44,24292,72,4,505,0,3,1,0,0,0,27,12,1661,1607,81406,174822,3391,0,4,6020,0,0,656,0,54,1,0,1,0,0,0,0,0,0,1,0,0,0
51,157764,642,5,29,21441,48,4,467,0,1,0,0,0,0,25,1,710,725,27175,10313,13147,0,7,16862,0,0,692,0,41,1,0,0,1,0,0,0,1,1,0,0,0,1
20,38477,613,4,0,27492,12,1,353,0,6,0,0,0,0,14,26,1690,1702,156660,6594,3206,0,5,150066,0,0,2503,0,46,0,0,0,0,1,0,0,1,0,0,0,0,0
34,17774,583,3,10,20039,48,1,244,0,3,3,0,0,0,29,11,1791,614,265566,12389,1481,0,6,253177,0,0,659,0,47,0,0,0,1,0,0,0,1,0,0,0,0,0
50,27111,513,2,26,27639,12,1,352,0,3,0,0,0,0,18,1,6442,531,26949,4355,2259,0,2,22594,0,0,2638,1,60,0,0,1,0,0,0,0,1,0,0,0,0,0
23,32272,510,4,0,20257,84,0,536,0,4,0,0,0,0,20,29,469,354,57456,21945,2689,0,9,35511,0,0,557,0,53,0,0,0,1,0,0,0,0,0,0,1,0,0
31,67596,574,3,8,19611,60,1,1004,0,2,1,0,0,0,28,15,3295,671,259863,46116,5633,0,6,213747,0,0,548,0,39,0,0,0,1,0,0,0,0,1,0,0,0,1
34,67370,634,4,11,17033,84,1,1159,0,0,1,0,0,0,23,2,2087,3917,258947,10787,5614,0,6,248160,0,0,416,0,48,0,0,0,0,1,0,0,1,1,0,0,0,0
27,15109,525,2,5,35340,60,0,245,0,1,0,0,0,0,24,22,1601,591,56302,47117,1259,0,9,9185,0,0,1081,1,53,0,0,0,0,1,0,1,0,0,0,1,0,0
59,30578,632,1,36,23762,12,1,693,0,5,1,0,0,0,18,2,25135,1512,107657,15903,2548,0,2,91754,0,0,2149,1,57,0,0,1,0,0,1,0,0,0,1,0,0,0
22,28695,558,2,0,43463,48,1,186,0,7,1,0,0,1,33,14,5820,316,142387,4163,1559,0,5,138224,0,0,1593,1,54,0,0,1,0,0,0,1,0,0,0,0,0,0
36,61567,463,3,15,16488,48,2,248,0,3,1,0,0,0,29,15,7706,316,139303,126870,5130,0,11,12433,0,0,567,0,58,0,0,0,1,0,0,0,1,0,0,0,0,0
32,60454,599,2,8,13153,60,0,294,0,1,0,0,0,0,23,3,5146,1087,131696,82340,5037,0,3,49356,0,0,340,0,45,0,0,0,1,0,0,1,0,1,0,0,0,1
58,63344,576,3,35,41992,72,0,882,0,2,0,0,1,0,26,24,2351,2053,33648,35038,5278,0,4,7599,0,0,1049,0,67,0,0,1,0,0,0,1,0,0,0,0,1,0
49,123449,566,3,24,24690,36,0,206,0,2,1,0,0,0,27,19,1920,355,96544,43066,10287,0,6,53478,0,0,977,0,43,0,1,0,1,0,0,0,0,0,1,0,0,1
37,44023,572,1,15,62747,48,1,638,0,3,1,0,1,0,23,10,3174,357,49771,91973,3668,0,7,7016,0,0,2072,0,65,0,0,1,0,0,0,0,0,0,1,0,0,0
32,43487,602,1,7,22677,72,4,329,0,0,1,0,0,0,25,1,12593,394,96900,30723,3623,0,10,66177,0,0,575,0,51,0,0,1,0,0,0,0,0,0,0,1,0,0
35,50704,519,4,12,19490,84,4,328,0,0,1,0,0,0,22,20,1562,1340,8271,17166,4225,0,2,8142,0,0,518,0,60,0,1,0,1,0,0,0,1,1,0,0,0,0
35,26604,577,1,14,9700,24,1,461,0,6,3,0,0,0,22,13,2368,2064,257440,21887,2217,0,5,235553,0,0,497,0,50,0,0,0,0,1,0,0,1,0,0,1,0,0
50,44763,615,1,27,9796,48,3,1297,0,8,1,0,0,0,25,17,5476,579,329742,43389,3730,0,2,286353,0,0,306,0,41,0,0,1,0,0,0,0,0,0,0,1,0,0
32,27948,622,4,12,30129,24,4,469,0,3,3,0,0,0,27,21,2279,179,18662,34876,2329,0,7,10094,0,0,1481,0,48,0,0,1,0,0,0,0,1,0,0,0,0,0
58,89577,576,3,35,14193,48,2,376,0,3,1,0,0,0,25,6,901,1298,26210,40650,7464,0,4,5425,0,0,425,0,42,0,0,1,0,0,0,0,0,1,0,0,0,1
29,64393,615,3,4,115816,36,0,803,0,5,2,0,0,0,17,9,6958,524,52033,11310,5366,0,6,40723,0,0,4678,1,51,0,0,0,0,1,0,0,1,0,1,0,0,0
47,168564,597,2,25,32816,60,4,424,0,3,1,0,0,0,26,13,1944,188,188095,56414,14047,0,7,131681,0,0,1026,0,39,0,0,0,1,0,0,0,0,0,0,0,1,1
27,112888,499,4,5,47379,60,1,516,0,3,1,0,0,1,16,6,1301,967,222253,49472,9407,0,4,172781,0,0,1544,0,61,0,0,1,0,0,0,0,0,0,0,0,0,0
18,46012,574,3,0,11404,48,1,383,0,4,1,0,0,0,29,8,223,1370,8447,16124,3834,0,4,8722,0,0,383,0,51,0,0,0,1,0,0,0,0,1,0,0,0,0
60,85760,642,2,40,39368,60,5,258,0,3,0,0,0,0,23,25,7594,2376,32564,15270,7146,0,2,17294,0,0,1140,0,49,0,0,1,0,0,0,1,0,0,0,0,0,0
26,49106,573,2,4,11164,48,2,362,0,3,2,0,0,0,25,25,2114,1609,59272,84437,4092,0,8,5523,0,0,346,0,48,0,0,0,1,0,0,0,0,0,0,1,0,1
28,47194,546,1,3,27497,12,0,549,0,6,2,0,0,0,22,6,2080,1082,131038,20718,3932,0,5,110320,0,0,2532,0,55,0,0,1,0,0,0,1,0,0,0,0,1,0
33,34765,546,4,9,24404,48,0,344,0,2,0,0,0,0,31,11,1369,2202,20833,93515,2897,0,8,8030,0,0,802,0,52,0,0,0,0,0,1,0,0,0,0,1,0,0
32,20009,577,1,11,22357,36,1,382,0,4,1,0,0,0,24,29,13292,507,22555,15617,1667,0,4,6938,0,0,804,0,52,0,0,0,1,0,0,0,1,0,0,0,0,0
22,105278,538,3,0,31331,24,1,474,0,4,4,0,0,0,26,26,3802,231,82151,9346,8773,0,4,72805,0,0,1638,0,43,0,1,1,0,0,1,0,0,0,0,1,0,1
59,103457,609,4,35,22205,72,0,260,0,5,0,0,0,0,33,2,2389,1087,36614,7653,8621,0,0,28961,0,0,560,0,47,0,0,0,1,0,0,0,0,0,1,0,0,1
34,34980,476,1,16,44426,60,0,327,0,2,1,0,0,0,23,8,2244,416,131527,2019,2915,0,4,129508,0,0,1475,0,52,0,0,0,1,0,0,1,0,1,0,0,0,0
45,94752,561,1,23,21873,60,0,202,0,6,1,0,0,0,23,18,10342,427,220467,17714,7896,0,0,202753,0,0,667,0,36,0,0,1,0,0,0,0,1,1,0,0,0,1
48,91491,546,1,27,32421,60,0,231,0,4,0,0,0,0,26,24,3451,1985,387286,14407,7624,0,3,372879,0,0,984,0,33,0,0,0,1,0,0,1,0,0,0,0,0,1
35,37057,584,4,12,11134,36,1,351,0,8,1,0,0,0,25,15,728,742,54274,16877,3088,0,2,37397,0,0,418,0,60,0,1,0,1,0,0,0,1,0,0,0,1,0
44,153557,604,5,21,30573,24,3,354,0,3,3,0,0,0,27,7,6091,5067,27323,9296,12796,0,6,18027,0,0,1599,0,42,0,0,0,1,0,0,0,1,0,1,0,0,1
43,20481,607,1,24,70830,36,0,424,0,6,1,0,0,0,27,2,4041,759,26776,28147,1706,0,3,7790,0,0,2840,1,54,0,0,0,1,0,0,0,0,0,0,1,0,0
65,52502,652,1,47,41358,36,0,195,0,1,0,0,0,0,23,25,17324,509,100883,31231,4375,0,4,69652,0,0,1562,0,41,0,0,0,1,0,0,0,0,0,0,0,0,0
45,16915,482,1,22,29652,36,0,298,0,4,2,0,0,1,29,11,658,637,31467,12250,1409,0,7,19217,0,0,1206,1,59,0,0,0,0,0,0,0,0,1,0,0,0,0
39,40618,627,2,18,31269,72,2,379,0,4,2,0,0,0,27,17,1397,7533,589631,85054,3384,0,4,504577,0,0,899,0,44,0,0,1,0,0,1,0,0,0,0,1,0,0
40,135776,614,4,17,17154,72,0,993,0,2,1,0,0,1,17,14,2022,1299,15418,9943,11314,0,5,5475,0,0,444,0,40,0,0,0,1,0,0,1,0,1,0,0,0,1
44,99138,524,1,19,23007,48,4,472,0,2,2,0,0,0,25,24,2596,152,10777,42553,8261,0,6,1156,0,0,755,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
25,43837,491,3,1,13756,60,0,451,0,2,0,0,0,1,32,7,2215,182,7493,6578,3653,0,5,3657,0,0,449,0,65,0,0,0,1,0,0,0,0,1,0,0,0,0
25,58653,451,4,3,31899,24,1,527,0,1,2,0,0,0,18,6,810,1947,33095,10638,4887,0,10,22457,0,0,1765,0,53,0,0,0,0,0,0,0,1,1,0,0,0,0
24,43454,543,1,2,28832,48,1,498,0,4,0,0,0,0,28,19,10991,393,95126,10096,3621,0,6,85030,0,0,1021,0,53,0,0,1,0,0,0,1,0,1,0,0,0,0
45,48626,632,3,22,16057,84,2,203,0,2,1,0,0,0,20,4,984,1366,80561,28320,4052,0,3,52241,0,0,419,0,59,0,0,0,0,1,0,0,0,0,0,1,0,0
40,48754,637,3,19,22827,60,2,1150,0,5,0,0,0,0,25,15,1884,402,16115,54727,4062,0,3,8200,0,0,617,0,49,0,0,0,1,0,0,0,0,0,0,0,0,0
38,80819,551,1,19,21992,108,2,334,0,1,2,0,0,0,19,9,17139,764,203305,18480,6734,0,2,184825,0,0,579,0,50,0,0,1,0,0,0,0,0,0,0,1,0,0
43,21115,543,3,19,17554,96,3,373,0,2,0,0,0,0,29,27,1200,224,27880,26424,1759,0,4,1456,0,0,459,0,51,0,0,1,0,0,1,0,0,0,1,0,0,0
20,51316,441,1,0,7993,48,3,699,0,4,0,0,0,0,25,17,1993,1268,25362,40425,4276,0,3,2636,0,0,277,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0
50,65990,590,4,24,8363,96,1,221,0,2,0,0,0,0,25,10,922,987,28138,27250,5499,0,14,7694,0,0,194,0,46,0,0,1,0,0,0,1,0,1,0,0,0,1
37,56061,581,4,17,7702,60,3,223,0,7,3,0,0,0,21,16,1614,2847,268188,112175,4671,0,8,156013,0,0,203,0,36,0,0,1,0,0,0,0,0,0,0,1,0,1
42,87108,570,1,19,43118,24,1,244,0,4,1,0,0,0,26,27,6034,3286,801121,9352,7259,0,4,791769,0,0,2178,0,32,0,0,0,0,1,0,0,1,1,0,0,0,1
47,15000,609,1,24,8882,48,0,307,0,7,0,0,0,1,30,14,1060,586,238276,7517,1250,0,7,230759,0,0,280,0,53,0,0,1,0,0,0,0,1,1,0,0,0,0
27,97969,511,3,2,12701,84,3,627,0,1,1,0,0,0,20,18,1001,2969,24097,17417,8164,0,1,6680,0,0,328,0,44,0,0,1,0,0,0,0,0,1,0,0,0,1
24,24075,539,1,0,70046,120,1,279,0,6,0,0,0,0,23,16,5042,1099,29020,83650,2006,0,6,2741,0,0,1887,1,52,0,0,1,0,0,0,0,0,0,0,0,0,0
39,62200,479,1,15,18666,48,3,425,0,4,2,0,0,0,19,8,4221,737,46059,56682,5183,0,5,6146,0,0,623,0,51,0,0,0,1,0,0,0,1,0,0,1,0,0
30,81960,634,3,9,158686,96,1,1269,0,5,2,0,0,0,29,18,3698,539,20061,27339,6830,0,8,8738,0,0,4752,0,56,1,0,0,0,0,0,1,0,0,0,1,0,0
37,16196,612,3,17,27771,24,0,276,0,6,0,0,0,0,36,17,3429,1088,152101,27425,1349,0,9,124676,0,0,1382,1,46,0,0,0,0,1,1,0,0,1,0,0,0,0
48,47760,580,1,27,49265,60,1,352,0,3,1,0,0,0,23,26,10006,9083,135956,14595,3980,0,3,121361,0,0,1446,0,51,0,0,1,0,0,1,0,0,0,0,0,0,0
35,25567,527,1,15,42169,36,2,487,0,4,0,0,0,0,22,20,1663,620,35535,15035,2130,0,3,20500,0,0,1666,1,52,0,0,0,1,0,1,0,0,1,0,0,0,0
52,41697,610,4,31,11302,36,2,472,0,4,1,0,0,0,19,14,679,584,67946,40267,3474,0,3,27679,0,0,421,0,53,0,1,1,0,0,1,0,0,1,0,0,0,0
35,45589,565,1,11,27904,24,2,325,0,2,2,0,0,0,40,13,1493,573,43294,17443,3799,0,2,25851,0,0,1446,0,52,0,0,1,0,0,0,1,0,0,0,1,0,0
40,86603,505,3,15,44037,48,2,499,0,6,0,0,0,0,26,28,521,1727,53701,48522,7216,0,2,5179,0,0,1662,0,51,0,0,0,1,0,0,1,0,0,1,0,0,0
45,15000,550,1,24,31144,24,1,240,0,3,4,0,0,0,21,3,3568,2325,69215,7217,1250,0,4,61998,0,0,1677,1,52,0,0,1,0,0,0,0,0,0,1,0,0,0
54,115434,545,3,31,15226,120,0,405,0,2,2,0,0,0,28,9,9168,1433,157291,39675,9619,0,6,117616,0,0,383,0,43,0,0,0,1,0,1,0,0,0,0,1,0,1
60,35216,644,1,36,29670,36,0,419,0,5,0,0,0,0,17,11,8872,7200,243891,75387,2934,0,3,168504,0,0,1132,0,55,0,1,0,0,0,0,0,1,0,1,0,0,0
38,150592,616,3,16,20725,60,2,527,0,2,0,0,0,0,25,2,2130,1193,25266,28834,12549,0,6,10646,0,0,552,0,39,0,0,1,0,0,1,0,0,0,1,0,0,1
40,79105,575,2,17,34405,84,3,504,0,2,1,0,1,0,32,22,11412,144,253995,13915,6592,0,4,240080,0,0,870,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
48,105881,598,4,28,12316,120,0,595,0,1,1,0,0,0,22,22,4732,1142,35972,12702,8823,0,5,23270,0,0,306,0,47,1,0,1,0,0,0,1,0,0,0,0,0,1
45,47143,626,2,21,21996,24,0,1044,0,3,0,0,0,0,31,9,4606,8386,26294,14792,3928,0,3,11502,0,0,1094,0,52,0,1,0,0,0,1,0,0,1,0,0,0,0
56,44653,559,3,33,16134,24,1,767,0,1,0,0,0,0,21,3,709,864,102985,16192,3721,0,6,86793,0,0,829,0,60,1,0,1,0,0,0,1,0,1,0,0,0,0
41,46184,635,3,20,21803,36,1,225,0,5,0,0,0,0,20,15,9774,278,266429,53322,3848,0,5,213107,0,0,783,0,36,0,0,1,0,0,0,0,0,1,0,0,0,1
67,29708,626,1,42,44904,108,1,631,0,6,0,0,0,0,16,11,1303,5039,98472,15326,2475,0,8,83146,0,0,1307,0,50,0,1,0,0,0,0,0,1,1,0,0,0,0
31,31131,617,1,11,37358,84,0,233,0,4,2,0,0,1,19,6,2978,470,40025,33122,2594,0,5,6903,0,0,886,0,67,0,1,0,1,0,0,0,0,0,0,1,0,0
34,30784,560,3,12,17673,24,4,126,0,2,0,0,0,0,24,9,2886,548,99056,176144,2565,0,8,2415,0,0,908,0,56,0,0,1,0,0,0,0,0,0,0,0,0,0
40,125397,539,4,21,16848,36,0,719,0,2,1,0,0,0,21,12,3448,167,43406,9677,10449,0,5,33729,0,0,676,0,41,0,0,0,1,0,0,0,1,0,1,0,0,1
26,99303,595,3,4,35733,96,0,443,0,3,1,0,0,0,24,26,4959,804,13107,24816,8275,0,4,2493,0,0,875,0,57,1,0,0,1,0,0,0,0,0,0,1,0,0
45,24265,562,3,23,17336,84,3,725,0,3,0,0,0,0,26,23,2828,1710,276124,18092,2022,0,3,258032,0,0,445,0,47,0,0,0,1,0,0,1,0,0,0,0,0,0
50,55048,640,3,27,13716,48,0,203,0,7,1,0,0,0,21,10,1656,1769,79897,4662,4587,0,8,75235,0,0,418,0,36,0,0,1,0,0,0,0,0,0,0,1,0,1
29,22611,546,1,8,16934,60,1,327,0,3,2,0,0,0,17,21,3608,256,49895,32781,1884,0,5,17114,0,0,486,0,59,0,1,1,0,0,0,1,0,1,0,0,0,0
52,21806,613,2,29,47377,72,2,268,0,3,1,0,0,0,24,7,32721,281,194987,9010,1817,0,7,185977,0,0,1331,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
44,15250,601,2,19,14485,48,0,145,0,0,1,0,0,0,22,15,1128,520,192202,32265,1270,0,3,159937,0,0,448,0,46,0,0,1,0,0,0,1,0,0,0,0,0,0
32,38816,566,1,7,24768,48,0,401,0,7,2,0,0,0,28,28,2039,2227,161922,4203,3234,0,4,157719,0,0,795,0,48,0,0,1,0,0,0,1,0,0,1,0,0,0
32,137738,628,3,7,13880,72,2,308,0,2,1,0,0,0,21,23,6525,430,89584,8332,6859,0,4,81252,0,0,356,0,36,0,0,1,0,0,0,1,0,0,0,0,0,1
33,71413,477,3,12,8175,96,2,340,0,3,1,0,0,0,33,3,918,2896,38125,75014,5951,0,5,9461,0,0,226,0,54,0,0,0,1,0,0,0,0,1,0,0,0,0
74,110160,641,4,55,18358,12,2,167,0,6,0,0,0,0,27,6,5846,588,33128,8699,9180,0,4,24429,0,0,1655,0,43,0,0,1,0,0,0,0,1,0,1,0,0,1
31,34639,582,2,10,26293,48,0,467,0,4,2,0,0,0,30,28,2573,1334,70024,31567,2886,0,1,38457,0,0,815,0,50,0,0,0,1,0,0,0,0,0,0,0,1,0
49,33875,583,3,25,29295,24,3,402,0,3,0,0,0,0,25,17,1159,373,26323,26645,2822,0,2,3394,0,0,1546,0,50,0,0,1,0,0,0,0,1,0,0,0,1,0
47,114293,523,3,23,14052,48,0,385,0,1,0,0,0,0,28,6,2875,4002,117758,11375,9524,0,5,106383,0,0,460,0,40,0,0,1,0,0,0,0,0,0,1,0,0,1
39,77854,610,3,17,8802,96,0,502,0,1,1,0,0,0,26,5,1549,424,25791,81133,6487,0,9,3579,0,0,212,0,38,0,0,1,0,0,1,0,0,0,0,1,0,1
44,23073,490,2,19,45264,36,0,515,0,0,0,0,0,0,28,27,2877,1508,10100,4208,1922,0,5,5892,0,0,1799,1,52,0,0,1,0,0,0,1,0,0,0,1,0,0
42,36133,488,1,23,22087,48,0,181,0,1,1,0,0,0,26,4,3196,899,164285,1417302,3011,0,6,7047,0,0,719,0,56,0,0,1,0,0,0,0,0,1,0,0,0,0
31,80560,519,5,7,22876,12,2,334,0,1,1,0,1,0,25,4,2185,709,44601,16910,6713,0,6,27691,0,0,2163,0,64,0,0,1,0,0,0,0,0,0,0,0,0,0
47,23221,567,4,27,19454,36,0,394,0,4,2,0,0,0,27,23,843,47,380892,53858,1935,0,4,327034,0,0,731,0,51,0,0,1,0,0,0,0,0,0,0,0,0,0
56,56850,612,2,34,16080,36,1,255,0,0,0,0,0,1,29,13,1260,1087,59847,10297,4737,0,8,49550,0,0,611,0,53,0,0,1,0,0,0,1,0,0,0,1,0,0
24,15000,590,1,2,20619,36,2,358,0,6,0,0,0,0,25,18,1005,475,75103,11393,1250,0,4,63710,0,0,758,0,55,0,0,0,1,0,0,0,1,0,0,1,0,0
50,25245,650,3,25,50374,36,3,258,0,2,1,0,0,0,24,24,4295,1102,50145,28203,2103,0,10,21942,0,0,1944,1,53,0,0,1,0,0,0,1,0,0,0,1,0,0
50,30847,619,1,28,22868,120,0,303,0,2,2,0,0,1,13,28,917,1751,418847,10202,2570,0,4,408645,0,0,585,0,49,0,0,1,0,0,0,0,1,1,0,0,0,0
47,35689,615,2,24,10186,36,2,198,0,5,2,0,0,0,26,22,5261,496,59663,37954,2974,0,4,21709,0,0,379,0,51,1,0,0,1,0,0,0,0,0,1,0,0,0
18,35468,515,1,0,24416,72,0,345,0,4,2,0,0,0,24,25,6249,212,23291,65724,2955,0,3,7461,0,0,681,0,51,0,0,0,1,0,0,0,1,1,0,0,0,0
43,132733,596,1,18,27771,24,1,897,0,3,1,0,0,0,15,21,253,1055,8596,93989,6889,0,7,1608,0,0,1436,0,47,0,0,0,0,0,0,0,0,0,0,1,0,0
40,76963,596,1,15,22662,36,1,495,0,2,0,0,0,0,15,20,3213,1341,33337,41114,6413,0,3,9406,0,0,821,0,44,0,0,1,0,0,0,0,0,0,1,0,0,1
34,51153,614,2,14,31916,60,3,262,0,6,0,0,0,0,27,7,1809,2688,119889,57136,4262,0,7,62753,0,0,906,0,53,0,0,1,0,0,0,0,1,0,1,0,0,0
59,25085,637,2,38,37913,12,1,577,0,6,1,0,0,1,21,9,8238,654,194224,14793,2090,0,4,179431,0,0,3474,1,54,0,0,1,0,0,0,0,1,0,0,0,1,0
27,17459,604,1,5,18785,48,3,432,0,2,0,0,0,0,20,19,7575,2165,41463,21547,1454,0,8,19916,0,0,592,0,50,0,0,1,0,0,0,0,1,0,1,0,0,0
24,45748,558,2,0,11800,12,2,388,0,5,1,0,0,0,27,26,1983,770,51805,22330,3812,0,8,29475,0,0,1092,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0
51,116383,559,1,31,25585,108,3,444,0,4,3,0,0,0,33,19,1068,2595,59985,121210,9698,0,10,4081,0,0,677,0,49,0,0,0,1,0,0,1,0,0,0,1,0,0
28,95649,533,4,6,13626,96,0,206,0,5,0,0,0,0,18,17,3157,1900,25212,7627,7970,0,4,17585,0,0,390,0,57,0,0,1,0,0,0,1,0,0,0,0,0,0
19,53210,573,1,0,31633,72,1,292,0,4,3,0,0,0,29,9,3839,1526,19093,8648,4434,0,4,10445,0,0,822,0,55,0,0,1,0,0,0,0,1,0,0,1,0,0
27,22625,631,3,8,10892,12,0,740,0,2,1,0,0,0,24,7,2249,770,163556,55293,1885,0,4,108263,0,0,988,0,51,1,0,0,1,0,0,0,0,1,0,0,0,0
23,28608,522,2,2,9851,72,2,231,0,0,1,0,0,0,27,4,3266,1384,126613,31414,2384,0,5,95199,0,0,289,0,54,0,0,1,0,0,0,0,0,0,1,0,0,0
42,15000,641,3,18,23065,36,0,123,0,1,1,0,0,0,23,4,11100,1015,26958,25266,1250,0,5,1692,0,0,856,0,54,0,0,1,0,0,0,0,0,0,1,0,0,0
24,54822,592,3,0,10761,48,5,199,0,4,0,0,0,0,21,26,1885,4676,20849,8935,4568,0,4,11914,0,0,333,0,43,1,0,1,0,0,0,0,0,0,0,1,0,1
48,67318,595,1,25,12372,48,4,397,0,4,0,0,0,0,24,24,4809,817,66422,38348,5609,0,9,28074,0,0,372,0,41,1,0,1,0,0,0,0,1,1,0,0,0,1
45,21740,568,4,20,48512,60,4,372,0,7,1,0,0,0,26,7,2409,1629,321792,33940,1811,0,4,287852,0,0,1476,1,50,0,1,1,0,0,0,1,0,0,0,0,1,0
60,38085,565,2,37,11430,72,2,689,0,2,2,0,0,0,21,17,12583,1060,68732,6446,3173,0,2,62286,0,0,323,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0
58,54026,551,3,34,73157,36,4,978,0,2,1,0,0,0,25,15,5084,378,238335,13279,2630,0,7,225056,0,0,3001,1,49,0,0,0,1,0,0,0,1,0,1,0,0,0
28,25001,494,2,3,38875,48,1,287,0,2,0,0,0,0,25,26,1587,1332,42188,27499,2083,0,5,14689,0,0,1273,0,58,1,0,0,0,0,0,0,0,1,0,0,0,0
45,109872,537,3,27,17476,60,0,691,0,5,0,0,0,0,27,27,16187,5299,21486,18662,9156,0,4,2824,0,0,509,0,38,0,0,0,1,0,0,0,1,0,0,0,0,1
42,54954,635,5,23,36558,48,1,1155,0,1,2,0,0,0,27,14,1460,141,262921,57595,4579,0,4,205326,0,0,1141,0,50,0,0,0,1,0,0,0,0,0,0,0,1,0
52,56635,621,1,34,23134,72,2,603,0,5,0,0,0,0,28,28,4703,5295,295352,13191,4719,0,4,282161,0,0,650,0,42,0,0,1,0,0,1,0,0,0,1,0,0,0
59,88691,491,3,38,25978,48,2,547,0,3,0,0,0,0,24,2,9673,119,130226,3314,7390,0,4,126912,0,0,861,0,41,0,0,1,0,0,0,0,1,0,0,1,0,1
49,61071,555,4,27,43914,96,3,411,0,2,2,0,0,0,18,10,988,7508,15799,50545,5089,0,10,5232,0,0,1273,0,56,0,0,0,1,0,1,0,0,1,0,0,0,0
40,56482,562,3,17,9505,96,2,244,0,3,2,0,0,0,24,6,2299,4161,45881,95346,4706,0,7,2071,0,0,228,0,55,0,1,1,0,0,0,1,0,0,0,1,0,0
58,77258,420,2,33,26113,60,3,347,0,2,1,0,0,0,35,25,5503,788,24478,1756,6438,0,7,22722,0,0,777,0,47,0,0,0,1,0,0,0,0,0,1,0,0,1
59,84771,608,3,35,18982,72,0,322,0,2,1,0,0,0,23,19,37607,266,41474,25387,7064,0,3,16087,0,0,454,0,40,0,0,0,0,0,0,1,0,1,0,0,0,1
36,30890,590,1,16,10176,24,2,289,0,3,1,0,0,0,23,6,11162,249,43010,28334,2574,0,7,14676,0,0,506,0,53,0,0,0,0,0,0,1,0,0,1,0,0,0
60,29769,617,1,38,24245,36,2,273,0,5,2,0,0,0,22,21,8085,1760,33840,48959,2480,0,7,6130,0,0,904,0,54,1,0,0,0,1,0,0,0,0,0,1,0,0
45,35994,622,1,22,21296,48,2,154,0,3,2,0,0,0,30,8,2500,1645,63233,140181,2999,0,5,8406,0,0,693,0,51,0,0,1,0,0,0,0,1,0,1,0,0,0
